Drug,Target
2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline,PDE10A
2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,PDE10A
2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,PDE10A
"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",PDE10A
"6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",PDE10A
"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",CHEK1
"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",CHEK1
2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,MAPK14
6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,PTPN1
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",ESR1
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",NCOA2
"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",PPARG
"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",NCOA2
"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",RXRA
[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,MAPK14
"[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",MAPK14
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",F10
"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",PPARG
"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-",HSP90AA1
Parecoxib,PTGS2
"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",CDK2
"4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",HSP90AA1
"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",HSP90AA1
3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL,PLA2G2E
N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine,TGFBR1
N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE,CAMK1D
N-(4-PHENYLAMINO-QUINAZOLIN-6-YL)-ACRYLAMIDE,SRC
(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,CDK2
"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",HSP90AB1
"METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE",HSP90B1
"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",HSP90AB1
"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",HSP90B1
4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE,FBP1
3-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,F10
"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",F10
4-({4-[(6-CHLORO-1-BENZOTHIEN-2-YL)SULFONYL]-2-OXOPIPERAZIN-1-YL}METHYL)BENZENECARBOXIMIDAMIDE,F10
"(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",CASP3
"(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate",CASP3
"N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide",CASP3
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",PYGM
"(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol",PYGM
[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,MAPK1
[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,INSR
[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,IRS1
"N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",KDR
4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE,MAPK14
4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE,MAPK1
4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE,MAPK14
CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE,CTSH
"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",CDK2
"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",CDK2
"3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine",CDK2
"5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine",CDK2
"3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine",CDK2
"N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",CDK2
"(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER",PTPN1
"(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime",BRAF
"2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide",HSP90AA1
"2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL",ADRB1
3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,PPARG
(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,SRC
(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE,PRKACA
(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE,PKIA
"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",PRKACA
"3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE",PKIA
4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE,CDK2
"(5R)-2-SULFANYL-5-[4-(TRIFLUOROMETHYL)BENZYL]-1,3-THIAZOL-4-ONE",AFDN
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,FGFR1
"2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide",ABL1
"6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline",MET
1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,IRAK4
"5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",PTPN1
"1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE",PTPN1
"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",ESR1
"4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",NCOA2
"6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine",ACVR1
tributylstannanyl,NCOA2
tributylstannanyl,RXRA
Triclosan,PPARG
"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",HDAC4
BENZOTHIAZOLE,AHR
"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",CREBBP
"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",CDK2
N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE,CDK2
(4-ETHYLPHENYL)SULFAMIC ACID,PTPRB
"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",CHEK1
FG-2216,HIF1A
"9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol",CDK2
"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",PLAU
"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CAMK2G
"6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE",PIM1
"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",PIM1
"N-cyclohexyl-3-[3-(trifluoromethyl)phenyl][1,2,4]triazolo[4,3-b]pyridazin-6-amine",PIM1
"2,3-diphenyl-1H-indole-7-carboxylic acid",PIM1
3-FLUORO-5-MORPHOLIN-4-YL-N-[1-(2-PYRIDIN-4-YLETHYL)-1H-INDOL-6-YL]BENZAMIDE,MAPK14
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-9-OL",ESR1
"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE",CTSD
"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",NCOA1
"1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)",VDR
4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE,F10
1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,F10
"N,N'-DIMETHYL-N-(ACETYL)-N'-(7-NITROBENZ-2-OXA-1,3-DIAZOL-4-YL)ETHYLENEDIAMINE",HRAS
(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE,PRKACA
(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE,PKIA
(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE,ROCK1
(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE,ROCK2
(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid,PPARG
N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE,CDK2
"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol",ADORA2A
RALOXIFENE CORE,ESR1
RALOXIFENE CORE,NCOA2
"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",CHEK1
"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",CHEK1
"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",CHEK1
"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",CHEK1
2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol,CHEK1
6-MORPHOLIN-4-YL-9H-PURINE,CHEK1
"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",CHEK1
(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,PTPN1
4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,HSP90AA1
"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",HSP90AA1
"3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE",HSP90AA1
"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",HSP90AA1
"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",MET
Antazoline,HRH1
Chloropyramine,HRH1
Dimetindene,HRH1
Isothipendyl,HRH1
Metiamide,HRH2
Roxatidine acetate,HRH2
Bopindolol,ADRB1
Bopindolol,ADRB2
Bopindolol,HTR1A
Bopindolol,HTR1B
Bupranolol,ADRB1
Bupranolol,ADRB2
Dichloroacetic Acid,PDK1
Cinitapride,HTR1A
Cinitapride,HTR2A
Tofisopam,PDE4A
Tofisopam,PDE10A
Tofisopam,PDE3A
Nadroparin,FOS
Nadroparin,MYC
Triflusal,PTGS1
Triflusal,NFKB1
Triflusal,PDE10A
Lurasidone,DRD2
Lurasidone,HTR2A
Lurasidone,HTR7
Lurasidone,HTR1A
Lurasidone,ADRA2C
Lurasidone,ADRA2A
Hyaluronic acid,CD44
Hyaluronic acid,ICAM1
Ivacaftor,CFTR
Azilsartan medoxomil,AGTR1
Vismodegib,SMO
Agmatine,ADRA2C
Agmatine,GRIN1
Agmatine,KCNJ1
Agmatine,CACNA1B
Serotonin,HTR2A
Uric Acid,PYGL
Ellagic Acid,PRKACA
Ellagic Acid,PRKCA
Ellagic Acid,PRKCB
Ellagic Acid,SYK
Leukotriene C4,ABCC1
Pitavastatin,HMGCR
Cholecystokinin,CCKAR
Cholecystokinin,RAF1
Cholecystokinin,MAPK3
Cholecystokinin,PRKCB
Cholecystokinin,CCKBR
Crizotinib,ALK
Crizotinib,MET
Ulipristal,PGR
Fingolimod,S1PR5
Fingolimod,HDAC1
Eribulin,BCL2
Eribulin,TUBB1
Gabapentin Enacarbil,CACNA2D1
Gabapentin Enacarbil,CACNA2D2
Cabozantinib,MET
Cabozantinib,KDR
Cabozantinib,RET
Ruxolitinib,JAK1
Ruxolitinib,JAK2
Vemurafenib,BRAF
Perampanel,GRIA1
Aflibercept,VEGFA
Aflibercept,PGF
Aflibercept,VEGFB
Ocriplasmin,FN1
Arbaclofen,GABBR1
Arbaclofen,GABBR2
Arbaclofen Placarbil,GABBR1
Arbaclofen Placarbil,GABBR2
Peginesatide,EPOR
Tofacitinib,JAK1
Tofacitinib,JAK2
Tofacitinib,JAK3
Tofacitinib,TYK2
Regorafenib,FLT1
Regorafenib,KDR
Regorafenib,FLT4
Regorafenib,KIT
Regorafenib,PDGFRA
Regorafenib,FGFR1
Regorafenib,FGFR2
Regorafenib,TEK
Regorafenib,NTRK1
Regorafenib,EPHA2
Regorafenib,RAF1
Regorafenib,BRAF
Regorafenib,MAPK11
Regorafenib,ABL1
Regorafenib,RET
Aclidinium,CHRM1
Aclidinium,CHRM3
Ponatinib,ABL1
Ponatinib,BCR
Ponatinib,KIT
Ponatinib,RET
Ponatinib,TEK
Ponatinib,FLT3
Ponatinib,FGFR1
Ponatinib,FGFR2
Ponatinib,FGFR3
Ponatinib,FGFR4
Ponatinib,LCK
Ponatinib,SRC
Ponatinib,LYN
Ponatinib,KDR
Ponatinib,PDGFRA
Certolizumab pegol,TNF
Dimethyl fumarate,KEAP1
Dimethyl fumarate,RELA
Pomalidomide,TNF
Pomalidomide,PTGS2
Trametinib,MAP2K1
Trametinib,MAP2K2
Dabrafenib,BRAF
Dabrafenib,RAF1
Dabrafenib,SIK1
Dabrafenib,LIMK1
Aleglitazar,PPARA
Aleglitazar,PPARG
Aleglitazar,NCOA1
Afatinib,EGFR
Afatinib,ERBB2
Afatinib,ERBB4
Perospirone,HTR2A
Perospirone,DRD2
Perospirone,HTR1A
Perospirone,HRH1
Perospirone,DRD4
Perospirone,ADRA1A
Perospirone,ADRA1B
Perospirone,ADRA1D
Amperozide,HTR2A
Macitentan,EDNRB
Chlorcyclizine,HRH1
Indoramin,ADRA1A
Ifenprodil,GRIN1
Ifenprodil,GRIN2B
Gemeprost,PTGER2
Diosmin,AHR
Clinofibrate,PPARA
Clinofibrate,PPARG
Clinofibrate,PPARD
Befunolol,ADRB1
Befunolol,ADRB2
Butriptyline,HRH1
Butriptyline,HTR2A
Bromopride,DRD2
Cytisine,CHRNA4
Cytisine,CHRNA7
Cytisine,CHRNA3
Cytisine,CHRNB2
Vorapaxar,F2R
Vedolizumab,ITGA4
Suvorexant,HCRTR1
Nivolumab,PDCD1
Pembrolizumab,PDCD1
Albiglutide,GLP1R
Dulaglutide,GLP1R
Metreleptin,LEPR
Netupitant,TACR1
Blinatumomab,CD3D
Atosiban,OXTR
Atosiban,AVPR1B
Cannabidiol,CNR1
Cannabidiol,HTR1A
Cannabidiol,HTR2A
Cannabidiol,CHRNA7
Cannabidiol,OPRD1
Cannabidiol,PPARG
Cannabidiol,TRPV1
Cannabidiol,CACNA1G
Cannabidiol,CACNA1H
Cannabidiol,TRPV4
Cannabidiol,VDAC1
Ceritinib,ALK
Ciprofibrate,PPARA
Corticorelin ovine triflutate,CRHR1
Vortioxetine,HTR7
Vortioxetine,HTR1B
Vortioxetine,HTR1A
Vortioxetine,ADRB1
Trimetazidine,ACAA1
Tibolone,ESR1
Tasimelteon,MTNR1A
Palbociclib,CDK4
Palbociclib,CDK6
Olaparib,PARP1
Olaparib,PARP2
Olaparib,PARP3
Edoxaban,F10
Umeclidinium,CHRM1
Umeclidinium,CHRM3
Lenvatinib,FLT1
Lenvatinib,KDR
Lenvatinib,FLT4
Lenvatinib,FGFR1
Lenvatinib,FGFR2
Lenvatinib,FGFR3
Lenvatinib,FGFR4
Lenvatinib,KIT
Nintedanib,FLT1
Nintedanib,KDR
Nintedanib,FLT4
Nintedanib,FGFR1
Nintedanib,FGFR2
Nintedanib,FGFR3
Nintedanib,FLT3
Nintedanib,LCK
Nintedanib,LYN
Nintedanib,SRC
Olodaterol,ADRB2
Vilanterol,ADRB2
Tetracaine,RYR1
Tetracaine,RYR2
Eugenol,ESR1
Eugenol,ESR2
Trimebutine,CACNA1C
Trimebutine,CACNA1D
Trimebutine,CACNB1
Trimebutine,CACNB2
Trimebutine,CACNB3
Trimebutine,CACNB4
Trimebutine,KCNMA1
Trimebutine,KCNMB3
Trimebutine,KCNMB4
Trimebutine,KCNN1
Trimebutine,KCNN2
Trimebutine,KCNN3
Trimebutine,CACNA1G
Trimebutine,CACNA1H
Trimebutine,CHRM1
Trimebutine,CHRM3
Tixocortol,HDAC2
Xanthinol,GAPDH
Quinagolide,DRD2
Quinagolide,DRD1
Quinagolide,DRD5
Somatrem,GHR
Somatrem,IGF1R
Somatostatin,SSTR2
Somatostatin,SSTR3
Somatostatin,SSTR4
Somatostatin,SSTR5
Ancestim,KIT
Asfotase Alfa,S1PR1
Methoxy polyethylene glycol-epoetin beta,EPOR
Turoctocog alfa,F10
Stiripentol,GABRA1
Stiripentol,GABRA2
Stiripentol,GABRA4
Stiripentol,GABRA5
Stiripentol,GABRB1
Stiripentol,GABRB2
Stiripentol,GABRB3
Stiripentol,GABRD
Stiripentol,GABRG3
Stiripentol,GABRP
Stiripentol,LDHA
Stiripentol,LDHB
Zucapsaicin,TRPV1
Aurothioglucose,ADCY1
Aurothioglucose,ADCY2
Aurothioglucose,ADCY5
Dienogest,PGR
Medrogestone,PGR
Chorionic Gonadotropin (Human),LHCGR
Brexpiprazole,HTR1A
Brexpiprazole,DRD2
Brexpiprazole,HTR2A
Brexpiprazole,ADRA2C
Brexpiprazole,ADRA1B
Chromic chloride,INSR
Copper,APP
Copper,GAPDH
Copper,ACTG1
Copper,ENO1
Copper,EEF1A1
Copper,P4HB
Copper,PDIA3
Copper,HSPA5
Copper,HSP90B1
Copper,TF
Copper,SRSF1
Copper,RACK1
Copper,ACTN1
Copper,CALR
Copper,PKM
Copper,HSPA8
Copper,HSP90AA1
Copper,STIP1
Copper,EIF4A1
Copper,LDHA
Copper,TUBA3C
Copper,TUBB
Copper,CFL1
Copper,YWHAB
Copper,PSME1
Copper,PGAM1
Copper,PRNP
Copper,HTT
Copper,SERPINE1
Copper,BDNF
Copper,APOA1
Copper,APOE
Copper,C1QC
Copper,C5
Copper,GSN
Copper,IGFALS
Copper,KRT9
Copper,SERPINA1
Copper,SERPINF1
Copper,SERPING1
Cupric Chloride,PROC
Sonidegib,SMO
Ferric pyrophosphate,FTL
Florbetaben (18F),APP
Florbetapir (18F),APP
Flutemetamol (18F),APP
Etizolam,GABRA1
Etizolam,GABRA2
Etizolam,PTAFR
Dosulepin,HTR1A
Dosulepin,HTR2A
Dosulepin,HRH1
Dosulepin,CHRM1
Dosulepin,CHRM3
Dosulepin,ADRA2A
Dosulepin,ADRA2B
Dosulepin,ADRA2C
Dosulepin,ADRA1A
Dosulepin,ADRA1B
Dosulepin,ADRA1D
Etoperidone,ADRA1A
Etoperidone,ADRA1B
Etoperidone,ADRA1D
Etoperidone,ADRA2A
Etoperidone,ADRA2B
Etoperidone,ADRA2C
Etoperidone,DRD2
Etoperidone,CHRM1
Etoperidone,CHRM3
Etoperidone,HTR2A
Lorpiprazole,HTR2A
Lorpiprazole,ADRA1A
Lorpiprazole,ADRA1B
Lorpiprazole,ADRA1D
Lorpiprazole,ADRA2A
Lorpiprazole,ADRA2B
Lorpiprazole,ADRA2C
Lorpiprazole,HRH1
Lobeglitazone,PPARG
Ciglitazone,PPARG
Cirazoline,ADRA1A
Cirazoline,ADRA1B
Cirazoline,ADRA1D
Cirazoline,ADRA2A
Cirazoline,ADRA2B
Cirazoline,ADRA2C
Synephrine,ADRA1A
Synephrine,ADRA1B
Synephrine,ADRA1D
Arotinolol,ADRB1
Arotinolol,ADRB2
Arotinolol,ADRA1A
Arotinolol,ADRA1B
Arotinolol,ADRA1D
Moxisylyte,ADRA1A
Moxisylyte,ADRA1B
Moxisylyte,ADRA1D
Moxisylyte,ADRA2A
Moxisylyte,ADRA2B
Moxisylyte,ADRA2C
AS-8112,DRD2
Pholcodine,OPRK1
Pholcodine,OPRD1
Limaprost,PTGER1
Limaprost,PTGER2
Limaprost,PTGER4
Loxoprofen,PTGS2
Loxoprofen,PTGS1
Dexibuprofen,PTGS2
Dexibuprofen,PTGS1
Dexibuprofen,BCL2
Dexibuprofen,THBD
Dexibuprofen,PLAT
Dexibuprofen,PPARG
Dexibuprofen,CFTR
Dexketoprofen,PTGS1
Dexketoprofen,PTGS2
Droxicam,PTGS1
Droxicam,PTGS2
Tolfenamic Acid,PTGS1
Tolfenamic Acid,PTGS2
Firocoxib,PTGS2
Polaprezinc,TNF
Polaprezinc,IL3
Polaprezinc,FLT1
Polaprezinc,NGF
Polaprezinc,HSP90AA1
Polaprezinc,HSP90AB1
Blonanserin,DRD2
Blonanserin,HTR2A
Melperone,DRD2
Zotepine,DRD1
Zotepine,DRD5
Zotepine,DRD2
Zotepine,HTR2A
Zotepine,HTR6
Zotepine,HTR7
Barnidipine,CACNA1C
Conestat alfa,C1R
Conestat alfa,PLAT
Aranidipine,CACNA1C
Aranidipine,CACNA1D
Aranidipine,ADRA1A
Aranidipine,ADRA1B
Aranidipine,ADRA1D
Aranidipine,ADRA2A
Aranidipine,ADRA2B
Aranidipine,ADRA2C
Azelnidipine,CACNB1
Benidipine,CACNA1C
Benidipine,CACNA1D
Benidipine,CACNB1
Benidipine,CACNB2
Benidipine,CACNB3
Benidipine,CACNB4
Benidipine,CACNA1B
Benidipine,CACNA1G
Benidipine,CACNA1H
Cilnidipine,CACNA1B
Cilnidipine,CACNA1C
Cilnidipine,CACNA1D
